id,Country,MODIS Fires,MODIS Fires per 1000km2,Year
181,Djibouti,19,0.878858928614852,2018
182,Greenland,13,0.00598704833988656,2018
184,Denmark,74,1.73632790468899,2018
185,Czechia,206,2.61607429948776,2018
186,Northern Cyprus,2,0.576292021521488,2018
187,Cyprus,37,6.48278833804275,2018
188,Cuba,3739,34.3003334685561,2018
189,Croatia,220,4.03368281317647,2018
190,Ivory Coast,24140,75.2180312533703,2018
191,Costa Rica,1118,21.7919442514891,2018
192,Democratic Republic of the Congo,460726,198.208643674144,2018
193,Republic of the Congo,23232,67.2739949910023,2018
194,Comoros,47,29.7533266490333,2018
195,Colombia,31825,28.0529781730555,2018
196,China,78714,8.39791329506932,2018
198,Hong Kong S.A.R.,10,9.74359190719202,2018
199,Chile,7194,9.75219916340289,2018
200,Chad,51189,40.4154996843436,2018
201,Central African Republic,188739,305.243172107867,2018
202,Cabo Verde,7,1.95930496558072,2018
203,Canada,63937,6.44327696751244,2018
204,Cameroon,42758,92.1762879785451,2018
205,Cambodia,28802,159.417892814581,2018
206,Myanmar,42370,64.1022398189217,2018
207,Burundi,368,13.5858346155028,2018
208,Burkina Faso,9953,36.5077049819492,2018
209,Bulgaria,2358,20.939068017281,2018
210,Brunei,19,3.36450389475428,2018
211,Brazil,233718,27.6029797612619,2018
212,Botswana,10390,17.940487480627,2018
213,Bosnia and Herzegovina,250,4.82724283806879,2018
214,Bolivia,50717,46.6737205555109,2018
215,Bhutan,165,4.14455302970951,2018
216,Benin,12324,106.145196170787,2018
217,Belize,896,39.4626850842422,2018
218,Belgium,704,22.9015669503189,2018
219,Belarus,1307,6.29696758672701,2018
220,Barbados,20,51.5678620495347,2018
221,Bangladesh,2295,16.9571903657351,2018
222,Bahrain,17,31.4561830434963,2018
223,The Bahamas,143,11.3138070526121,2018
224,Azerbaijan,1274,14.728219488678,2018
225,Austria,434,5.15753044730473,2018
226,Australia,306831,39.8933402869019,2018
231,Armenia,471,15.9170637689913,2018
232,Argentina,56604,20.3430645247045,2018
233,Antigua and Barbuda,5,11.5900214921456,2018
234,Angola,300130,241.132023514344,2018
235,Andorra,2,4.51922158845943,2018
236,Algeria,6827,2.94356898263994,2018
237,Albania,203,7.15479921903762,2018
238,Afghanistan,114,0.177616260392211,2018
241,Sint Maarten,1,23.9771852400351,2018
1,Zimbabwe,10151,26.095517943939,2019
2,Zambia,135020,179.362643444057,2019
3,Yemen,66,0.145835778934935,2019
4,Vietnam,15298,46.6619242533841,2019
5,Venezuela,62321,68.4511012623849,2019
7,Vanuatu,193,17.1500349873237,2019
8,Uzbekistan,2440,5.44619664044156,2019
9,Uruguay,525,2.95828781244719,2019
12,Northern Mariana Islands,9,22.9506952905717,2019
14,Guam,18,37.4683703758056,2019
16,Puerto Rico,89,9.98157643967009,2019
17,United States of America,77225,8.16697996516251,2019
20,Saint Helena,1,5.4016153753505,2019
28,Montserrat,1,12.576566178815,2019
29,Jersey,1,7.89024061810222,2019
32,United Kingdom,742,3.08338420068806,2019
33,United Arab Emirates,145,2.03889795795638,2019
34,Ukraine,18597,32.5137775251635,2019
35,Uganda,10309,42.691925238104,2019
36,Turkmenistan,2396,5.08673896964279,2019
