id,Municipality,Area km2,MODIS Fires,MODIS Fires per 1000km2,Year
1303601,Santa Isabel do Rio Negro,62931.0286428666,1,0.0158904124335071,2001
1303809,São Gabriel da Cachoeira,108771.964436558,4,0.0367741818465826,2001
1304005,Silves,3727.51249106091,2,0.536550851216804,2001
1304104,Tapauá,85372.1898502421,3,0.0351402488944295,2001
1304302,Urucará,27951.9224150581,2,0.0715514292828235,2001
1304401,Urucurituba,2803.38453542013,2,0.713423354780785,2001
1400027,Amajari,28263.8831669847,333,11.7818205669977,2001
1400050,Alto Alegre,25560.0072952229,246,9.62441039858298,2001
1400100,Boa Vista,5652.32231248348,142,25.1224173268366,2001
1400159,Bonfim,8095.29796481289,196,24.2115856453877,2001
1400175,Cantá,7652.20656399482,295,38.5509718710463,2001
1400209,Caracaraí,47253.7004759176,244,5.16361676530185,2001
1400233,Caroebe,12045.9811929275,22,1.8263352439,2001
1400282,Iracema,13508.5571078054,165,12.2144799539443,2001
1400308,Mucajaí,12719.210796187,479,37.6595692669544,2001
1400407,Normandia,6951.64758364577,116,16.6866916949153,2001
1400456,Pacaraima,7934.76161948604,249,31.380904927063,2001
1400472,Rorainópolis,33519.9469485448,73,2.17780774271688,2001
1400506,São João da Baliza,4286.77123482068,33,7.69810148298721,2001
1400605,São Luiz,1582.33120894011,76,48.0303994325605,2001
1400704,Uiramutã,8002.90442976321,90,11.2459171279474,2001
1500347,Água Azul do Norte,411.337612445404,5,12.1554651184825,2001
1500404,Alenquer,23614.0586476137,2,0.0846953092581612,2001
1500602,Altamira,159482.046950239,352,2.20714498422402,2001
1500859,Anapu,8555.01877810424,6,0.701342703695336,2001
1501006,Aveiro,17089.3060039801,1,0.058516126972453,2001
1501253,Bannach,2870.40318246685,238,82.9151812030325,2001
1501451,Belterra,4412.93804344467,3,0.679819197655955,2001
1501725,Brasil Novo,6377.44954113019,17,2.66564241557093,2001
1502764,Cumaru do Norte,16868.8829903524,656,38.8881706260681,2001
1503606,Itaituba,62052.1826559606,206,3.3197865277703,2001
1503754,Jacareacanga,53285.4102789162,216,4.05364242987665,2001
1503903,Juruti,8291.36772850465,1,0.120607363313791,2001
1504208,Marabá,320.421802249517,20,62.417725197194,2001
1504455,Medicilândia,8326.82119242475,1,0.120093848167382,2001
1504752,Mojuí dos Campos,4979.07635178927,6,1.20504277823413,2001
1504802,Monte Alegre,18205.3231807224,2,0.109857978358648,2001
1505031,Novo Progresso,38176.0281638773,404,10.5825571551278,2001
1505064,Novo Repartimento,1122.23842108282,8,7.12860997245217,2001
1505106,Óbidos,27825.7718245782,3,0.107813720996236,2001
1505304,Oriximiná,107351.097158763,5,0.0465761425111978,2001
1505437,Ourilândia do Norte,13752.9199414993,179,13.0154178720891,2001
1505536,Parauapebas,45.7605636008869,3,65.5586331096206,2001
1505650,Placas,7172.03375716197,1,0.13943046475505,2001
1506005,Prainha,14811.6005410922,7,0.472602537489432,2001
1506161,Rio Maria,77.8455703772216,8,102.767568677753,2001
1506195,Rurópolis,7021.03359951477,1,0.142429171691916,2001
1506583,Santa Maria das Barreiras,335.688616173269,50,148.947559109934,2001
1506708,Santana do Araguaia,506.465404052386,25,49.3617131594128,2001
1506807,Santarém,18011.3134094464,11,0.61072725513903,2001
1507300,São Félix do Xingu,83579.517090634,1443,17.2649956619779,2001
1507979,Terra Santa,1896.87457570504,1,0.527182984477672,2001
1508050,Trairão,11990.5541527608,20,1.6679796233934,2001
1508084,Tucumã,2497.66440510126,101,40.4377785076795,2001
1508159,Uruará,10778.6177190059,18,1.66997294729738,2001
1508357,Vitória do Xingu,3223.32140578381,1,0.310238997018925,2001
1600238,Ferreira Gomes,905.074136458024,1,1.10488186516241,2001
1600303,Macapá,3594.49812841588,6,1.6692177282185,2001
1600600,Santana,1596.69853520896,1,0.626292301238397,2001
5100201,Água Boa,5262.10666104356,16,3.04060731388271,2001
5100250,Alta Floresta,9005.68209791717,113,12.5476336796448,2001
5100359,Alto Boa Vista,1499.2201750344,6,4.00208061491858,2001
5100805,Apiacás,20363.5085085826,80,3.92859609464068,2001
5101407,Aripuanã,25043.8185722031,293,11.6994937954554,2001
5101852,Bom Jesus do Araguaia,3245.20241237461,38,11.7095931690111,2001
5101902,Brasnorte,15984.5962660702,168,10.510118441753,2001
5102603,Campinápolis,4825.81662756485,300,62.1656443152882,2001
5102637,Campo Novo do Parecis,9364.42266121432,143,15.2705623372041,2001
5102686,Campos de Júlio,6799.06086945444,118,17.3553380776643,2001
5102694,Canabrava do Norte,902.791850711174,1,1.10767504072201,2001
5102702,Canarana,9332.79833381347,76,8.14332392939918,2001
5102793,Carlinda,2386.53578675178,8,3.35213913171128,2001
5102850,Castanheira,3889.56694397727,27,6.94164681798515,2001
5103056,Cláudia,3851.65157279674,115,29.8573216778528,2001
5103205,Colíder,3032.20469522532,8,2.63834430854792,2001
5103254,Colniza,27954.6724647225,192,6.86826147730027,2001
5103304,Comodoro,21720.3821056506,126,5.8010029191531,2001
5103353,Confresa,3199.94532369741,48,15.0002562995476,2001
5103361,Conquista D'Oeste,2684.24129978036,21,7.82343971896952,2001
5103379,Cotriguaçu,9483.05820041181,57,6.01071920000709,2001
5103502,Diamantino,7354.86557974053,38,5.16664779090913,2001
5103700,Feliz Natal,11451.3701154988,192,16.7665526538295,2001
5103858,Gaúcha do Norte,16899.4057045207,468,27.6932815379897,2001
5104104,Guarantã do Norte,4741.7622414963,118,24.8852629023349,2001
5104526,Ipiranga do Norte,3437.30537432382,663,192.883648032123,2001
5104542,Itanhangá,2938.79453175691,140,47.6385805428538,2001
5104559,Itaúba,4631.66872570876,84,18.1360120886336,2001
5105002,Jauru,193.648186295861,1,5.16400395546269,2001
5105101,Juara,22750.7028720905,190,8.35139033146456,2001
5105150,Juína,26196.8931708465,178,6.79469885375908,2001
5105176,Juruena,2818.27943355508,33,11.7092718369564,2001
5105259,Lucas do Rio Verde,3656.47512933743,52,14.2213465593632,2001
5105507,Vila Bela da Santíssima Trindade,13306.7675963148,202,15.1802455808984,2001
5105580,Marcelândia,12265.8975916818,212,17.2836923197345,2001
5105606,Matupá,5160.18059457978,211,40.8900417597076,2001
5105903,Nobres,2007.3020523546,28,13.9490715745324,2001
5106158,Nova Bandeirantes,9548.85550950435,158,16.5464855806789,2001
5106182,Nova Lacerda,4722.0746103446,106,22.4477605177578,2001
5106190,Nova Santa Helena,2337.84930698807,3,1.28323069884475,2001
5106208,Nova Brasilândia,712.909736476949,3,4.20810636536594,2001
5106216,Nova Canaã do Norte,5961.26327969834,69,11.5747278324355,2001
5106224,Nova Mutum,9548.42350493984,250,26.182332598744,2001
5106240,Nova Ubiratã,12681.1812215783,585,46.1313492629981,2001
5106257,Nova Xavantina,264.659944051109,12,45.3412020584523,2001
5106265,Novo Mundo,5784.25604179824,281,48.5801454792864,2001
5106273,Novo Horizonte do Norte,890.708074552877,19,21.3313436161873,2001
5106299,Paranaíta,4798.60045385944,142,29.5919615240714,2001
5106307,Paranatinga,24182.4631506303,532,21.9994132395125,2001
5106422,Peixoto de Azevedo,14413.6764890645,337,23.3805719349728,2001
5106455,Planalto da Serra,2135.17006202913,20,9.36693538171535,2001
5106752,Pontes e Lacerda,8524.54091102593,72,8.44620264615925,2001
5106778,Porto Alegre do Norte,664.271815586233,2,3.01081568278636,2001
5106802,Porto dos Gaúchos,6999.80819504561,281,40.1439571156948,2001
5106828,Porto Esperidião,81.7177537064593,4,48.9489715340012,2001
5107040,Primavera do Leste,1352.01216390468,26,19.2305962136544,2001
5107065,Querência,17816.3598267784,513,28.7937606215693,2001
5107180,Ribeirão Cascalheira,3507.48095326067,36,10.2637763339907,2001
5107248,Santa Carmem,3828.23167782219,223,58.2514379398428,2001
5107305,São José do Rio Claro,4563.80232045192,35,7.66904382408356,2001
5107354,São José do Xingu,7461.89219884357,35,4.690499281861,2001
5107578,Rondolândia,12670.4217581961,56,4.41974237864462,2001
5107701,Rosário Oeste,749.960140697724,5,6.66702099040658,2001
5107743,Santa Cruz do Xingu,5620.42235395562,32,5.69352229863626,2001
5107768,Santa Rita do Trivelato,4740.60686682787,90,18.984911115446,2001
5107792,Santo Antônio do Leste,2567.97507957962,114,44.392954163193,2001
5107859,São Félix do Araguaia,9818.28666720825,58,5.9073443224786,2001
5107875,Sapezal,13628.3293773437,202,14.822066183388,2001
5107909,Sinop,3953.68062726397,517,130.764229269013,2001
5107925,Sorriso,9357.35911296462,754,80.5782904019717,2001
5107941,Tabaporã,8212.10463554052,554,67.4613907867646,2001
5107958,Tangará da Serra,5912.16782272121,251,42.4548164947847,2001
5108006,Tapurah,4485.96278398309,276,61.5252540626161,2001
5108055,Terra Nova do Norte,2567.43904189822,57,22.2011113291544,2001
5108303,União do Sul,4586.85478199708,104,22.673488685142,2001
5108352,Vale de São Domingos,1881.69095236361,12,6.37724275866167,2001
5108501,Vera,2954.15084690628,883,298.901459593614,2001
5108600,Vila Rica,3875.11500759882,13,3.35473914309845,2001
5108808,Nova Guarita,1072.84455529833,28,26.0988414973258,2001
5108857,Nova Marilândia,71.6130329886255,1,13.9639386612606,2001
5108907,Nova Maringá,11552.2438092455,149,12.8979272304444,2001
5108956,Nova Monte Verde,5248.91640929285,162,30.8635130316021,2001
1100015,Alta Floresta D'Oeste,7075.46281891544,288,40.7040510805972,2002
1100023,Ariquemes,4391.39477282046,201,45.7713347121612,2002
1100031,Cabixi,1309.03214544487,79,60.3499312640274,2002
1100049,Cacoal,3794.08007037817,77,20.2947746414654,2002
1100056,Cerejeiras,2785.82566173368,31,11.1277602277194,2002
1100064,Colorado do Oeste,1448.56790668314,91,62.8206655553813,2002
1100072,Corumbiara,3060.33665281827,79,25.8141534615967,2002
1100080,Costa Marques,4966.37037396192,67,13.4907376927168,2002
1100098,Espigão D'oeste,4518.59611134392,93,20.5816137818832,2002
1100106,Guajará-Mirim,24831.0141853027,56,2.25524417094272,2002
1100114,Jaru,2916.70982146976,103,35.3137632142293,2002
1100122,Ji-Paraná,6878.32257854719,70,10.1768998474022,2002
1100130,Machadinho D'oeste,8509.85794609803,547,64.278393771639,2002
1100148,Nova Brasilândia D'oeste,1704.58399523373,78,45.758965365215,2002
1100155,Ouro Preto do Oeste,1979.59135982278,25,12.6288690218561,2002
1100189,Pimenta Bueno,6242.21073969691,132,21.1463543133133,2002
1100205,Porto Velho,34091.0748780448,762,22.3518913007563,2002
1100254,Presidente Médici,1759.00155222961,30,17.0551299184323,2002
1100262,Rio Crespo,1727.80987349966,148,85.6575727861929,2002
1100288,Rolim de Moura,1455.0392772401,24,16.494400099991,2002
1100296,Santa Luzia D'oeste,1195.305521462,47,39.3204910009229,2002
1100304,Vilhena,11526.9463530844,245,21.2545450022366,2002
1100320,São Miguel do Guaporé,7456.00271166598,70,9.38840860270544,2002
1100338,Nova Mamoré,10085.82957612,155,15.3680962810426,2002
1100346,Alvorada D'Oeste,3029.56768696574,74,24.4259272761503,2002
1100379,Alto Alegre dos Parecis,3921.63182694777,181,46.1542561839298,2002
1100403,Alto Paraíso,2645.84656273083,266,100.534930387443,2002
1100452,Buritis,3264.20997938326,549,168.187709573674,2002
1100502,Novo Horizonte do Oeste,840.556617205094,41,48.7772021072509,2002
1100601,Cacaulândia,1997.49417372716,253,126.658692339474,2002
1100700,Campo Novo de Rondônia,3437.93778952101,315,91.6246945945718,2002
1100809,Candeias do Jamari,6839.09801018796,351,51.3225573719119,2002
1100908,Castanheiras,890.669924185334,26,29.1915100016219,2002
1100924,Chupinguaia,5122.88876474738,132,25.7667121153096,2002
1100940,Cujubim,3857.52466767164,143,37.0704045520241,2002
1101005,Governador Jorge Teixeira,5061.51127047508,290,57.2951406216626,2002
1101104,Itapuã do Oeste,4084.54032240828,100,24.4825591392471,2002
1101203,Ministro Andreazza,798.317881437347,102,127.768652527677,2002
1101302,Mirante da Serra,1206.9523299704,33,27.3415935166299,2002
1101401,Monte Negro,1928.83597701334,168,87.0991634343814,2002
1101435,Nova União,826.485797114853,44,53.2374544772552,2002
1101450,Parecis,2549.96213843291,65,25.4905745541563,2002
1101468,Pimenteiras do Oeste,5982.70565416405,128,21.3950020942298,2002
1101476,Primavera de Rondônia,606.686912821838,19,31.3176361619978,2002
1101484,São Felipe D'oeste,541.926460745059,18,33.214838735228,2002
1101492,São Francisco do Guaporé,10944.001150325,149,13.614764650822,2002
1101500,Seringueiras,3775.33392372728,86,22.7794419612808,2002
1101559,Teixeirópolis,462.348227975037,7,15.1401034468287,2002
1101609,Theobroma,2196.98970758641,142,64.6338940549703,2002
1101708,Urupá,828.410405661776,24,28.9711474360678,2002
1101757,Vale do Anari,3142.7673074933,107,34.0464277278435,2002
1101807,Vale do Paraíso,964.551006716556,25,25.918795196848,2002
1200013,Acrelândia,1816.29481368348,88,48.4502842473762,2002
1200054,Assis Brasil,4979.88179233693,3,0.602423937977085,2002
1200104,Brasiléia,3926.12342660549,22,5.60349169129945,2002
1200138,Bujari,3016.75719431093,48,15.9111247303958,2002
1200179,Capixaba,1716.37424490339,73,42.5315167812419,2002
1200203,Cruzeiro do Sul,8923.66608400285,86,9.63729471614466,2002
1200252,Epitaciolândia,1658.74102578366,26,15.6745384576936,2002
1200302,Feijó,27964.2850684576,209,7.4738188188384,2002
1200328,Jordão,5358.16940495014,14,2.6128326564416,2002
1200336,Mâncio Lima,5400.2516938694,17,3.1480014198781,2002
1200344,Manoel Urbano,10648.0461802283,30,2.8174182842769,2002
1200351,Marechal Thaumaturgo,8163.75974117839,32,3.91976258666586,2002
1200385,Plácido de Castro,1943.53672121127,54,27.7843991372315,2002
1200393,Porto Walter,6473.80587125179,29,4.47959061126318,2002
1200401,Rio Branco,8822.95612516589,89,10.0873220650099,2002
1200427,Rodrigues Alves,2871.38036223574,37,12.8857884823001,2002
1200435,Santa Rosa do Purus,6130.47708380029,11,1.79431386002035,2002
1200450,Senador Guiomard,2325.8604273956,39,16.7679881134013,2002
1200500,Sena Madureira,23730.591424199,92,3.87685238667014,2002
1200609,Tarauacá,20223.8588119565,112,5.53801334559281,2002
1200708,Xapuri,5350.98261162685,17,3.17698658991372,2002
1200807,Porto Acre,2618.26465157661,79,30.1726565159979,2002
1300029,Alvarães,6049.30101627177,42,6.94295091069628,2002
1300086,Anamã,2429.44896836386,2,0.823231945203987,2002
1300102,Anori,5866.06818478331,1,0.170471935971358,2002
1300144,Apuí,54230.4602923397,195,3.59576516497952,2002
1300300,Autazes,7712.75501865416,45,5.8344910335104,2002
1300409,Barcelos,122453.934425296,4,0.0326653448806926,2002
1300508,Barreirinha,5782.98241081328,17,2.93965964140106,2002
1300607,Benjamin Constant,8727.78662905015,1,0.11457658653931,2002
1300631,Beruri,17265.0912886241,6,0.347522054746006,2002
1300680,Boa Vista do Ramos,2590.92802582343,6,2.31577254952619,2002
1300706,Boca do Acre,21967.7788439325,117,5.32598224113655,2002
1300805,Borba,44191.4936039227,15,0.339431840309387,2002
1300839,Caapiranga,9464.0971656426,16,1.69059971806763,2002
1300904,Canutama,33677.9521713822,102,3.02868771476771,2002
1301001,Carauari,25777.9584462427,14,0.54309964185859,2002
1301100,Careiro,6105.76950110709,24,3.93070848738203,2002
1301159,Careiro da Várzea,2678.45045947077,12,4.48020233399091,2002
1301209,Coari,57844.7594763991,42,0.726081331829829,2002
1301308,Codajás,18706.9408853979,4,0.213824378047952,2002
1301407,Eirunepé,14973.978998615,18,1.20208529754616,2002
1301506,Envira,7504.7294598956,29,3.86422990395225,2002
1301605,Fonte Boa,12093.0168591464,1,0.0826923514328572,2002
1301654,Guajará,7583.55561945798,29,3.82406373147597,2002
1301704,Humaitá,33127.6006515687,138,4.16571068491993,2002
1301803,Ipixuna,12080.1376031172,8,0.662244112015382,2002
1301852,Iranduba,2673.58093335223,20,7.48060391608317,2002
1301902,Itacoatiara,8820.1661304317,55,6.23571021074498,2002
1301951,Itamarati,25295.8610995954,5,0.197660794400866,2002
1302009,Itapiranga,4474.44070522781,7,1.56444133717571,2002
1302306,Jutaí,69562.0387325857,3,0.0431269706101164,2002
1302405,Lábrea,68246.7795432887,540,7.91246127090114,2002
1302504,Manacapuru,7320.11549790585,31,4.23490585754672,2002
1302553,Manaquiri,4009.51858058177,8,1.99525200824465,2002
1302603,Manaus,10873.7469101604,26,2.39108011385714,2002
1302702,Manicoré,48273.8713728947,167,3.45942836674518,2002
1302900,Maués,40010.4705074089,56,1.39963362814317,2002
1303007,Nhamundá,14107.7584517921,7,0.496180879756329,2002
1303106,Nova Olinda do Norte,5557.86297667134,18,3.23865487068564,2002
1303205,Novo Airão,37753.590063227,8,0.211900377860812,2002
1303304,Novo Aripuanã,41239.2248550323,97,2.35212956453432,2002
1303403,Parintins,5951.51606428328,22,3.69653711127963,2002
1303502,Pauini,41591.8358508229,22,0.528949962173038,2002
1303536,Presidente Figueiredo,25511.9210397708,10,0.39197361831008,2002
1303569,Rio Preto da Eva,5803.03653762192,1,0.172323574652142,2002
1303601,Santa Isabel do Rio Negro,62931.0286428666,2,0.0317808248670143,2002
1303809,São Gabriel da Cachoeira,108771.964436558,5,0.0459677273082283,2002
1303908,São Paulo de Olivença,19868.390612271,2,0.100662405880261,2002
1303957,São Sebastião do Uatumã,10534.3356855439,4,0.379710702165028,2002
1304005,Silves,3727.51249106091,33,8.85308904507727,2002
1304062,Tabatinga,3193.75220979291,4,1.2524453173715,2002
1304104,Tapauá,85372.1898502421,18,0.210841493366577,2002
1304203,Tefé,23390.2629801626,71,3.03545112170032,2002
1304260,Uarini,10280.3009087347,12,1.16728100729076,2002
1304302,Urucará,27951.9224150581,8,0.286205717131294,2002
1304401,Urucurituba,2803.38453542013,7,2.49698174173275,2002
1400027,Amajari,28263.8831669847,52,1.8398038122639,2002
1400050,Alto Alegre,25560.0072952229,77,3.01251870199548,2002
1400100,Boa Vista,5652.32231248348,89,15.7457404372426,2002
1400159,Bonfim,8095.29796481289,93,11.4881503317401,2002
1400175,Cantá,7652.20656399482,142,18.5567390023341,2002
1400209,Caracaraí,47253.7004759176,59,1.24857946374102,2002
1400233,Caroebe,12045.9811929275,57,4.73186858646819,2002
1400282,Iracema,13508.5571078054,27,1.9987330833727,2002
1400308,Mucajaí,12719.210796187,114,8.96282024307474,2002
1400407,Normandia,6951.64758364577,83,11.9396156092928,2002
1400456,Pacaraima,7934.76161948604,121,15.2493554063238,2002
1400472,Rorainópolis,33519.9469485448,72,2.14797475993994,2002
1400506,São João da Baliza,4286.77123482068,22,5.13206765532481,2002
1400605,São Luiz,1582.33120894011,30,18.9593681970633,2002
1400704,Uiramutã,8002.90442976321,68,8.49691516333801,2002
1500305,Afuá,8470.71772786688,1,0.118053750830371,2002
1500347,Água Azul do Norte,411.337612445404,46,111.830279090039,2002
1500404,Alenquer,23614.0586476137,5,0.211738273145403,2002
1500503,Almeirim,72545.4020470891,27,0.372180720460745,2002
1500602,Altamira,159482.046950239,2171,13.6128175021317,2002
1500701,Anajás,2466.81614603764,1,0.405380839429913,2002
1500859,Anapu,8555.01877810424,40,4.67561802463557,2002
1501006,Aveiro,17089.3060039801,17,0.9947741585317,2002
1501253,Bannach,2870.40318246685,832,289.854751096315,2002
1501451,Belterra,4412.93804344467,11,2.49267039140517,2002
1501725,Brasil Novo,6377.44954113019,12,1.88162994040301,2002
1501808,Breves,6357.96130646003,7,1.10098184977748,2002
1502764,Cumaru do Norte,16868.8829903524,3100,183.770318507334,2002
1502855,Curuá,1448.81504850208,5,3.45109612518827,2002
1503002,Faro,11799.4841274392,4,0.338997871161009,2002
1503101,Gurupá,8666.59462536762,7,0.807699021656164,2002
1503606,Itaituba,62052.1826559606,451,7.26807633021556,2002
1503754,Jacareacanga,53285.4102789162,679,12.7427000457697,2002
1503903,Juruti,8291.36772850465,57,6.87461970888607,2002
1504208,Marabá,320.421802249517,91,284.000649647233,2002
1504455,Medicilândia,8326.82119242475,7,0.840656937171676,2002
1504505,Melgaço,2350.9018304855,1,0.425368676408527,2002
1504752,Mojuí dos Campos,4979.07635178927,17,3.41428787166337,2002
1504802,Monte Alegre,18205.3231807224,12,0.659147870151889,2002
1505031,Novo Progresso,38176.0281638773,2954,77.3784005847711,2002
1505064,Novo Repartimento,1122.23842108282,125,111.384530819565,2002
1505106,Óbidos,27825.7718245782,86,3.0906600018921,2002
1505304,Oriximiná,107351.097158763,42,0.391239597094062,2002
1505437,Ourilândia do Norte,13752.9199414993,348,25.3037174273016,2002
1505536,Parauapebas,45.7605636008869,8,174.823021625655,2002
1505551,Pau D'arco,39.5849824188174,7,176.834738132217,2002
1505650,Placas,7172.03375716197,14,1.9520265065707,2002
1505908,Porto de Moz,17431.6807330097,11,0.63103496263385,2002
1506005,Prainha,14811.6005410922,14,0.945205074978865,2002
1506138,Redenção,94.7252321512239,1,10.5568492923148,2002
1506161,Rio Maria,77.8455703772216,29,372.532436456856,2002
1506195,Rurópolis,7021.03359951477,12,1.70915006030299,2002
1506583,Santa Maria das Barreiras,335.688616173269,215,640.474504172717,2002
1506708,Santana do Araguaia,506.465404052386,102,201.395789690404,2002
1506807,Santarém,18011.3134094464,30,1.66561978674281,2002
1507300,São Félix do Xingu,83579.517090634,8370,100.144153631847,2002
1507805,Senador José Porfírio,14299.2365766575,3,0.209801410300273,2002
1507979,Terra Santa,1896.87457570504,2,1.05436596895534,2002
1508050,Trairão,11990.5541527608,59,4.92053988901052,2002
